Play Type,Shot Outcome,Team,Time(seconds),Shot Clock
,,,,30.0
jumper,missed,sewanee-univ. of south,1177.0,607.0
defensive rebound,,Centre,,
foul,,sewanee-univ. of south,1167.0,20.0
jumper,missed,Centre,1166.0,29.0
defensive rebound,,sewanee-univ. of south,,
layup,good,sewanee-univ. of south,1144.0,8.0
jumper,missed,Centre,1130.0,16.0
defensive rebound,,sewanee-univ. of south,,
three pointer,missed,sewanee-univ. of south,1104.0,4.0
offensive rebound,,sewanee-univ. of south,,
jumper,missed,sewanee-univ. of south,1082.0,8.0
defensive rebound,,Centre,,
jumper,good,Centre,1062.0,10.0
assist,,Centre,,
three pointer,missed,sewanee-univ. of south,1044.0,12.0
offensive rebound,,sewanee-univ. of south,,
turnover,,sewanee-univ. of south,1012.0,28.0
steal,,Centre,1004.0,22.0
three pointer,missed,Centre,1002.0,28.0
defensive rebound,,sewanee-univ. of south,,
three pointer,missed,sewanee-univ. of south,982.0,10.0
defensive rebound,,Centre,,
jumper,good,Centre,970.0,18.0
assist,,Centre,,
layup,good,sewanee-univ. of south,954.0,14.0
turnover,,Centre,935.0,11.0
steal,,sewanee-univ. of south,933.0,28.0
subbing in,,Centre,926.0,23.0
subbing in,,Centre,926.0,23.0
subbing in,,Centre,926.0,23.0
subbing out,,Centre,926.0,23.0
subbing out,,Centre,926.0,23.0
subbing out,,Centre,926.0,23.0
three pointer,missed,sewanee-univ. of south,914.0,11.0
defensive rebound,,Centre,,
jumper,good,Centre,887.0,3.0
assist,,Centre,,
three pointer,good,sewanee-univ. of south,863.0,6.0
assist,,sewanee-univ. of south,,
turnover,,Centre,855.0,22.0
steal,,sewanee-univ. of south,852.0,27.0
turnover,,sewanee-univ. of south,834.0,12.0
subbing in,,sewanee-univ. of south,834.0,30.0
subbing out,,sewanee-univ. of south,834.0,30.0
turnover,,Centre,830.0,26.0
steal,,sewanee-univ. of south,828.0,28.0
subbing in,,Centre,801.0,3.0
subbing in,,Centre,801.0,3.0
subbing out,,Centre,801.0,3.0
subbing out,,Centre,801.0,3.0
turnover,,Centre,798.0,0.0
jumper,good,Centre,790.0,22.0
assist,,Centre,,
three pointer,missed,sewanee-univ. of south,764.0,4.0
defensive rebound,,Centre,,
three pointer,missed,Centre,753.0,19.0
defensive rebound,,sewanee-univ. of south,,
three pointer,missed,sewanee-univ. of south,735.0,12.0
offensive rebound,,sewanee-univ. of south,,
foul,,Centre,716.0,11.0
subbing in,,sewanee-univ. of south,716.0,30.0
subbing out,,sewanee-univ. of south,716.0,30.0
layup,missed,sewanee-univ. of south,687.0,1.0
defensive rebound,,Centre,,
foul,,sewanee-univ. of south,676.0,19.0
free throw,missed,Centre,676.0,30.0
deadball rebound,,Centre,,
free throw,good,Centre,676.0,30.0
subbing in,,sewanee-univ. of south,676.0,30.0
subbing out,,sewanee-univ. of south,676.0,30.0
subbing in,,Centre,676.0,30.0
subbing in,,Centre,676.0,30.0
subbing out,,Centre,676.0,30.0
subbing out,,Centre,676.0,30.0
turnover,,sewanee-univ. of south,662.0,16.0
steal,,Centre,660.0,28.0
foul,,sewanee-univ. of south,652.0,22.0
free throw,good,Centre,652.0,30.0
free throw,good,Centre,652.0,30.0
timeout,,Centre,652.0,30.0
subbing in,,sewanee-univ. of south,652.0,30.0
subbing out,,sewanee-univ. of south,652.0,30.0
subbing in,,Centre,652.0,30.0
subbing out,,Centre,652.0,30.0
turnover,,sewanee-univ. of south,643.0,21.0
layup,good,Centre,627.0,14.0
assist,,Centre,,
foul,,sewanee-univ. of south,627.0,30.0
free throw,missed,Centre,627.0,30.0
defensive rebound,,sewanee-univ. of south,,
three pointer,missed,sewanee-univ. of south,616.0,19.0
defensive rebound,,Centre,,
layup,good,Centre,607.0,21.0
assist,,Centre,,
foul,,Centre,578.0,1.0
free throw,good,sewanee-univ. of south,578.0,30.0
free throw,good,sewanee-univ. of south,578.0,30.0
subbing in,,sewanee-univ. of south,578.0,30.0
subbing out,,sewanee-univ. of south,578.0,30.0
three pointer,missed,Centre,558.0,10.0
offensive rebound,,Centre,,
jumper,good,Centre,553.0,25.0
turnover,,sewanee-univ. of south,533.0,10.0
steal,,Centre,531.0,28.0
subbing in,,Centre,531.0,30.0
subbing in,,Centre,531.0,30.0
subbing out,,Centre,531.0,30.0
subbing out,,Centre,531.0,30.0
layup,good,Centre,513.0,12.0
assist,,Centre,,
three pointer,good,sewanee-univ. of south,493.0,10.0
assist,,sewanee-univ. of south,,
turnover,,Centre,462.0,29.0
subbing in,,sewanee-univ. of south,462.0,30.0
subbing in,,sewanee-univ. of south,462.0,30.0
subbing out,,sewanee-univ. of south,462.0,30.0
subbing out,,sewanee-univ. of south,462.0,30.0
foul,,Centre,445.0,13.0
free throw,missed,sewanee-univ. of south,445.0,30.0
deadball rebound,,Centre,,
free throw,missed,sewanee-univ. of south,445.0,30.0
defensive rebound,,Centre,,
layup,missed,Centre,439.0,24.0
defensive rebound,,sewanee-univ. of south,,
jumper,good,sewanee-univ. of south,420.0,11.0
three pointer,good,Centre,402.0,12.0
assist,,Centre,,
layup,missed,sewanee-univ. of south,380.0,8.0
offensive rebound,,sewanee-univ. of south,,
layup,missed,sewanee-univ. of south,375.0,25.0
defensive rebound,,Centre,,
